Incident ID,Assignment Group,Caller Department,Application,Configuration Item,Issue,Description,Worknote,Resolution Note,Create_Date
INC001252,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,IMS-DB,Inventory mismatch after goods receipt,Cycle count variance detected; IMS shows 430 but physical count 433 for SKU-93743 in STORE-045.,Worknote: Validated variance report and compared IMS vs WMS transactions; checked recent receipts/adjustments for SKU-93743 at STORE-045.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,2/24/2025
INC001253,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,Inventory-Ledger,Inventory mismatch after goods receipt,Replenishment blocked due to negative available stock for SKU-51123; allocation failing at STORE-010.,Worknote: Validated variance report and compared IMS vs WMS transactions; checked recent receipts/adjustments for SKU-51123 at STORE-010.,1) Quarantined affected bin locations for SKU-51123. 2) Replayed pending putaway confirmations and reprocessed failed inventory movements. 3) Ran inventory reconciliation job (delta rebuild) for STORE-010. 4) Posted controlled adjustment with supervisor approval. 5) Verified on-hand and available stock match across IMS/WMS and released replenishment.,2/25/2025
INC001254,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,RFID-Bridge,Inventory mismatch after goods receipt,Store/DC stock on-hand differs from system after GRN posting; variance seen for SKU-18158 at STORE-004.,Worknote: Validated variance report and compared IMS vs WMS transactions; checked recent receipts/adjustments for SKU-18158 at STORE-004.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,2/26/2025
INC001255,IT Support,IT Service Desk,Inventory Management (IMS) / WMS,RFID-Bridge,Daily inventory snapshot job failing,Inventory snapshot job REPLENISH_NIGHTLY failed; snapshot not refreshed; reports show yesterday's stock for STORE-025.,Worknote: Validated upstream extract availability and partition completeness; compared with control totals.,1) Reduced batch size and enabled incremental processing. 2) Restarted pipeline workers to clear stuck tasks. 3) Reprocessed failed runs and confirmed stable completion for 2 consecutive days. 4) Updated runbook and scheduled capacity planning. 5) Notified operations and closed change ticket.,2/27/2025
INC001256,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,WMS-App,Inventory mismatch after goods receipt,Cycle count variance detected; IMS shows 159 but physical count 181 for SKU-19594 in STORE-020.,Worknote: Reviewed inventory ledger movements and RFID/scan events; identified missing putaway confirmation for SKU-19594.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,2/28/2025
INC001257,IT Support,IT Service Desk,Inventory Management (IMS) / WMS,IMS-DB,Daily inventory snapshot job failing,Repeated job failure for INV_SNAPSHOT_DAILY; error indicates timeout during reconciliation for STORE-037.,Worknote: Validated upstream extract availability and partition completeness; compared with control totals.,1) Backfilled missing partition for STORE-037 and reran extract step. 2) Cleared failed state markers and restarted pipeline. 3) Verified snapshot published and consumers received update event. 4) Performed spot-check of 10 SKUs against ledger. 5) Implemented partition completeness check before load.,3/1/2025
INC001258,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,IMS-DB,Inventory mismatch after goods receipt,Store/DC stock on-hand differs from system after GRN posting; variance seen for SKU-92657 at STORE-004.,Worknote: Reviewed inventory ledger movements and RFID/scan events; identified missing putaway confirmation for SKU-92657.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,3/2/2025
INC001259,IT Support,IT Service Desk,Identity & Access (SSO),IAM-Portal,Application access denied for warehouse handheld,User cannot authenticate to WMS Handheld; receives 'access denied' after SSO redirect. Affects STORE-035 shift users.,Worknote: Reviewed IAM role mappings for WMS Handheld; confirmed missing entitlement for group STORE-MANAGERS.,1) Identified expired client secret for SSO application. 2) Rotated secret and updated federation metadata. 3) Restarted authentication service to load new config. 4) Verified login and session duration. 5) Scheduled secret rotation reminder and documented in CMDB.,3/3/2025
INC001260,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,Inventory-Ledger,Inventory mismatch after goods receipt,Replenishment blocked due to negative available stock for SKU-85752; allocation failing at STORE-037.,Worknote: Validated variance report and compared IMS vs WMS transactions; checked recent receipts/adjustments for SKU-85752 at STORE-037.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,3/4/2025
INC001261,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,RFID-Bridge,Inventory mismatch after goods receipt,Replenishment blocked due to negative available stock for SKU-74709; allocation failing at STORE-010.,Worknote: Checked MRP/replenishment queue; found stale inventory snapshot causing incorrect availability calculation.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,3/5/2025
INC001262,Logistics,Warehouse Operations,Inventory Management (IMS) / WMS,RFID-Bridge,Inventory mismatch after goods receipt,Cycle count variance detected; IMS shows 1 but physical count 15 for SKU-72147 in STORE-033.,Worknote: Validated variance report and compared IMS vs WMS transactions; checked recent receipts/adjustments for SKU-72147 at STORE-033.,1) Identified duplicate GRN events in the inbound interface. 2) Cancelled the duplicate receipt and re-sent clean ASN message. 3) Rebuilt inventory snapshot and recalculated allocations. 4) Triggered a fresh cycle count for impacted bins. 5) Confirmed variance cleared and replenishment resumed.,3/6/2025
INC001263,Finance,Finance & Accounting,Retail Analytics / Reporting,ETL-Orchestrator,Pricing file sync impacted by inventory batch,Stock aging report missing SKU group DAIRY; upstream extract incomplete for DC-09.,Worknote: Reviewed data pipeline alerts; found retry exhausted due to transient DB lock on fact table load.,"1) Restarted the stalled ETL step INV_SNAPSHOT_DAILY with safe retry parameters. 2) Cleared intermediate staging and reloaded missing partitions for DC-09. 3) Verified data quality checks (row counts, null thresholds). 4) Backfilled dashboard extracts for 2025-11-04. 5) Confirmed reports refresh successfully and scheduled monitoring alert for recurrence.",3/7/2025
INC001264,Logistics,Warehouse Operations,WMS / Inventory Control,Inventory-Ledger,Nightly replenishment job failure,Scheduled replenishment run failed for STORE-026; job ASN_INGEST ended abnormally; downstream allocations not updated.,Worknote: Reviewed scheduler logs and job history; identified failure point at step extract and captured error context.,1) Found DB connection pool exhaustion during peak load. 2) Tuned pool limits and added exponential backoff. 3) Restarted job runner service gracefully. 4) Reprocessed failed batches and validated row counts. 5) Documented tuning and scheduled capacity review.,3/8/2025
INC001265,Logistics,Warehouse Operations,WMS / Inventory Control,CycleCount-Service,Nightly replenishment job failure,Scheduled replenishment run failed for STORE-048; job ALLOC_SYNC ended abnormally; downstream allocations not updated.,Worknote: Checked DB connectivity and job runner resources; validated CPU/memory and connection pool metrics.,1) Found DB connection pool exhaustion during peak load. 2) Tuned pool limits and added exponential backoff. 3) Restarted job runner service gracefully. 4) Reprocessed failed batches and validated row counts. 5) Documented tuning and scheduled capacity review.,3/9/2025
INC001266,IT Support,IT Service Desk,Identity & Access (SSO),IAM-Portal,Application access denied for warehouse handheld,User cannot authenticate to Pricing Admin; receives 'access denied' after SSO redirect. Affects STORE-047 shift users.,Worknote: Checked SSO logs and conditional access policy; verified user/group membership and recent changes.,1) Restored correct group-to-role mapping for IT-APP-SUPPORT. 2) Re-synced identities to Pricing Admin and forced token refresh. 3) Reset user sessions and cleared cached cookies on device profile. 4) Validated login with test account and confirmed module Replenishment access. 5) Implemented change control note and monitoring for entitlement drift.,3/10/2025
INC001267,Finance,Finance & Accounting,Retail Analytics / Reporting,ETL-Orchestrator,Pricing file sync impacted by inventory batch,Stock aging report missing SKU group PRODUCE; upstream extract incomplete for STORE-007.,Worknote: Reviewed data pipeline alerts; found retry exhausted due to transient DB lock on fact table load.,1) Increased ETL worker capacity temporarily. 2) Rebuilt failed aggregate tables for STORE-007. 3) Verified SLA completion time and enabled early-warning alert for lag > 30 minutes. 4) Confirmed dashboard shows current inventory KPIs. 5) Completed post-incident review and captured prevention actions.,3/11/2025
